Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
Barcook Bakery (Hong Lim Complex),"['Desserts', 'Snacks']",Desserts,Snacks,,Confectionery or Bakery,#01-54 Hong Lim Complex Upper Cross Street 050531,"531 Upper Cross Street, Hong Lim Complex #01-54, 050531",4.1,8.0
Ritz Apple Strudel & Pastry (AMK Hub),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#B2-30 AMK Hub Ang Mo Kio Avenue 3 569933,,,
Yin Cheong Sugar Cane Juice,['Drinks'],Drinks,,,Kiosk or Stall,#01-59 Hong Lim Food Centre Upper Cross Street 051531,,,
Bake Inc. (Choa Chu Kang 475),"['Desserts', 'Local', 'Snacks']",Desserts,Local,Snacks,Confectionery or Bakery,#01-17/18 Sunshine Place Choa Chu Kang Avenue 3 680475,"475 Choa Chu Kang Ave 3, #01-17, Singapore 680475",5.0,1.0
FOC Sentosa,"['Drinks', 'European', 'Spanish', 'Western']",Drinks,European,Spanish,Restaurant,  Tanjong Beach Walk 098943,"110 Tanjong Beach Walk, 098943",4.2,916.0
Mr Prawnie Big Prawn Hokkien Mee,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall, Hdb-ang Mo Kio Ang Mo Kio Avenue 8 560721,,,
Bee Cheng Hiang (AMK Ave 8),['Snacks'],Snacks,,,Food Retailer,#01-2525 Ang Mo Kio Central Ang Mo Kio Avenue 8 560702,"702 Ang Mo Kio Ave 8, #01-2525, Singapore 560702",4.0,58.0
Umisushi (AMK Hub),['Japanese'],Japanese,,,Kiosk or Stall,#B2-37 AMK Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, #B2 - 37, Singapore 569933",3.4,45.0
Ah Kow Mushroom Minced Pork Mee (Hong Lim Food Centre),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#02-42 Hong Lim Food Centre Upper Cross Street 051531,"531A Upper Cross St, #02-42 Hong Lim Market & Food Centre, Singapore 051531",3.3,15.0
Cool Man (Lot One Shoppers' Mall),['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#B1-K21 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, Singapore 689812",,15.0
Kathir Meals,"['Chinese', 'Indian']",Chinese,Indian,,Kiosk or Stall,#01-08 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,"162 Ang Mo Kio Ave 4, Singapore 560162",3.9,834.0
Coastes,"['Beer', 'Cocktails', 'International']",Beer,Cocktails,International,Bar or Pub,#01-05  Siloso Beach Walk 099000,"50 Siloso Beach Walk 01-06, 099000",,834.0
McDonald's (Lot One Shoppers' Mall),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",American,Desserts,Halal,Fast Food Place,#01-20 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, Singapore 689812",3.9,37.0
Twelve Cupcakes (AMK Hub),"['Desserts', 'Halal', 'Snacks']",Desserts,Halal,Snacks,Cafe,#B2-27 Amk Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Avenue 3 B2, 27, 569933",3.4,35.0
Hokkien Street Bak Kut Teh,"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,#01-66 Hong Lim Food Centre Upper Cross Street 051531,"531A Upper Cross St, #01-66, Singapore 051531",4.4,35.0
Nam Sing Food Stall,"['Asian', 'Chinese', 'Local', 'Singaporean']",Asian,Chinese,Local,Restaurant,#01-697 Kebun Baru Mall Ang Mo Kio Ave 1 566226,,,
Hup Hup Minced Meat Noodle,"['Chinese', 'Teochew']",Chinese,Teochew,,Kiosk or Stall,#01-39 Ang Mo Kio Market & Food Centre Ang Mo Kio Avenue 6 560724,"724 Ang Mo Kio Ave 6, Singapore 560724",3.3,47.0
Beng WhoCooks (Hong Lim Market & Food Centre),['Halal'],Halal,,,Kiosk or Stall,#01-44 Hong Lim Food Centre Upper Cross Street 051531,,,
EAT. (Lot One Shoppers' Mall),"['Chinese', 'Local', 'Singaporean']",Chinese,Local,Singaporean,Restaurant,#B1-K3 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,,,
Old Street Bak Kut Teh (Lot One Shoppers' Mall),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Restaurant,#B1-10/11 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, #B1 - 10 / 11, Singapore 689812",3.7,144.0
Sticks N' Stones,['Desserts'],Desserts,,,Cafe,  Choa Chu Kang Avenue 1 689475,"212 Choa Chu Kang Ave 1, Singapore 689475",4.1,79.0
Healthy Juice,['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#02-62 Hong Lim Food Centre Upper Cross Street 051531,,,
Hup Lee Economical Bee Hoon,['Chinese'],Chinese,,,Kiosk or Stall,#01-24 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,"101 Yishun Ave 5, Singapore 760101",3.5,59.0
Fragrance (Yew Tee Point),"['Chinese', 'Snacks']",Chinese,Snacks,,Food Retailer,#B1-39 Yew Tee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, #B1-39, Singapore 689578",3.5,2.0
Tanglin Crispy Curry Puff (Hong Lim Food Centre),"['Asian', 'Local', 'Singaporean', 'Snacks']",Asian,Local,Singaporean,Cafe,#02-36 Hong Lim Food Centre Upper Cross Street 051531,"531A Upper Cross Street, #02-36, Hong Lim Food Center, 069184",4.4,32.0
Ang Mo Kio Dessert,"['Chinese', 'Desserts']",Chinese,Desserts,,Kiosk or Stall,#01-33 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,,,
Peppery Western Cuisine,"['Steak and Grills', 'Western']",Steak and Grills,Western,,Kiosk or Stall,#01-906 Broadway Food Centre Ang Mo Kio Avenue 4 560631,"631 Ang Mo Kio Ave 4, Singapore 560631",,
Brown Cow (Yew Tee Point),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#01-05/06 Yewtee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, Singapore 689578",1.4,5.0
House of Li Xiang,['Malaysian'],Malaysian,,,Kiosk or Stall,#01-16 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,"162 Ang Mo Kio Ave 4, Singapore 560162",5.0,3.0
The Coffee Bean & Tea Leaf (Lot One Shoppers' Mall),"['American', 'Desserts', 'Drinks', 'Western']",American,Desserts,Drinks,Cafe,#01-01 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,,,
Wow Tako (AMK Hub),"['Japanese', 'Snacks']",Japanese,Snacks,,Kiosk or Stall,#B2-29 AMK Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, Singapore 569933",1.6,11.0
Bora Bora Beach Bar,"['Beer', 'Pizza', 'Seafood', 'Snacks', 'Western', 'Wine']",Beer,Pizza,Seafood,Bar or Pub,  Lighthouse Beach Walk 099981,"Palawan Beach Walk, 098236",3.8,99.0
Chicago Grill,['Western'],Western,,,Kiosk or Stall, Fu Chen Coffeeshop Ang Mo Kio Ave 8 560727,,,
Weili Bah Kut Teh,['Singaporean'],Singaporean,,,Kiosk or Stall,#01-526  Ang Mo Kio Avenue 4 560159,,,
Mai Zhi Su (Ang Mo Kio),['Vegetarian'],Vegetarian,,,Coffee Shop,#01-1853  Ang Mo Kio Ave 3 560128,"128 Ang Mo Kio Ave 3, Singapore 560128",4.2,472.0
Bavaria Haus,['Western'],Western,,,Kiosk or Stall,  Ang Mo Kio Avenue 3 560122,,,
Subway (Yew Tee),"['American', 'Snacks', 'Western']",American,Snacks,Western,Cafe,#01-35 Yew Tee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, #01-35, YewTee Point, Singapore 689578",3.9,137.0
Stuff'd (Lot One Shoppers' Mall),"['Mexican', 'Turkish']",Mexican,Turkish,,Kiosk or Stall,#B1-K26 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"Lot One, 21 Choa Chu Kang Ave 4, B1-K26, 689812",4.2,59.0
Jumbo Prawn Mee,"['Asian', 'Chinese', 'Hokkien', 'Local']",Asian,Chinese,Hokkien,Kiosk or Stall,#02-60 Hong Lim Complex Upper Cross Street 051531,,,
Aman Restaurant,"['Asian', 'Halal', 'Indian', 'Malaysian']",Asian,Halal,Indian,Coffee Shop,  Ang Mo Kio Avenue 8 560505,"Ang Mo Kio Ave 8, Block 505, Singapore 560505",4.3,104.0
Power Cafe (Yew Tee Point),"['Indonesian', 'Malaysian']",Indonesian,Malaysian,,Cafe,#B1-49 Yewtee Point Choa Chu Kang North 6 689578,21 Choa Chu Kang North 6,2.7,12.0
Ang Mo Kio 107 Carrot Cake,"['Asian', 'Chinese', 'Local', 'Snacks']",Asian,Chinese,Local,Kiosk or Stall,#01-164 Lim-Kopi Foodcourt Ang Mo Kio Ave 4 560107,"107 Ang Mo Kio Ave 4, Singapore 560107",4.1,49.0
Hock Hai Coffee Shop,['Drinks'],Drinks,,,Kiosk or Stall,#02-68 Hong Lim Food Centre Upper Cross Street 051531,,,
Jin Hua,['Chinese'],Chinese,,,Kiosk or Stall,#02-38 Hong Lim Food Centre Upper Cross Street 051531,,,
Fish & Co. (AMK Hub),"['Fusion', 'Halal', 'Seafood', 'Western']",Fusion,Halal,Seafood,Fast Food Place,#02-02 AMK Hub Ang Mo Kio Avenue 3 569933,,,
Shanghai Ren Jia,"['Asian', 'Chinese', 'Shanghainese']",Asian,Chinese,Shanghainese,Restaurant,#01-3046  Ang Mo Kio Avenue 5 560151,"151 Ang Mo Kio Ave 5, #01-3046, Singapore 560151",4.1,391.0
Outram Park Fried Kway Teow Mee,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#02-17 Hong Lim Food Centre Upper Cross Street 051531,"531A Upper Cross St, #02-17, Singapore 051531",4.2,184.0
Different Taste Hainanese Chicken Rice,"['Hainanese', 'Local']",Hainanese,Local,,Kiosk or Stall,#02-24 Hong Lim Food Centre Upper Cross Street 051531,513A Upper Cross St,5.0,1.0
Two + 2 Handmade with ❤,"['Desserts', 'Drinks']",Desserts,Drinks,,Cafe,#01-29 Sunshine Place Choa Chu Kang Avenue 3 680475,,,
Long John Silver's (Yew Tee Point),"['American', 'Halal', 'Western']",American,Halal,Western,Fast Food Place,#01-36/38/39 Yew Tee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6 #01-36/38/39 Yew Tee Point, 689578",2.9,46.0
347 Fried Hokkien Prawn Mee,"['Chinese', 'Hokkien']",Chinese,Hokkien,,Kiosk or Stall,  Ang Mo Kio Avenue 3 560347,"347 Ang Mo Kio Ave 3, #01-08, Singapore 560347",3.4,17.0
Chai Chee Noodle Village (Ang Mo Kio),['Chinese'],Chinese,,,Kiosk or Stall, Fu Chan Coffee Shop Ang Mo Kio Avenue 6 560727,,,
Nine Fresh (Yew Tee Point),"['Asian', 'Chinese', 'Desserts', 'Taiwanese']",Asian,Chinese,Desserts,Cafe,#B1-42 Yew Tee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, #B1-42, Singapore 689578",3.9,9.0
Ah Gu Kaka Wa,['Chinese'],Chinese,,,Restaurant,#01-01 Djitsun Mall Ang Mo Kio Central 2 569663,"5 Ang Mo Kio Central 2, #01-01, Singapore 569663",3.8,100.0
Bengawan Solo (Lot One Shoppers' Mall),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#B1-14 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, #B1-14, Singapore 689812",2.3,3.0
Yummy Yap Eating House,['Local'],Local,,,Cafe,#01-532  Ang Mo Kio Avenue 4 560159,"159 Ang Mo Kio Ave 4, #01-532, Singapore 560159",4.6,97.0
MOS Burger (Lot One Shoppers' Mall),"['Asian', 'Japanese', 'Western']",Asian,Japanese,Western,Fast Food Place,#B1-K7/K8 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, #B1-K7/K8, Singapore 689812",4.0,146.0
Satay Culture,"['Asian', 'Steamboat']",Asian,Steamboat,,Restaurant,  Ang Mo Kio Avenue 6 560727,"22A Sin Ming Rd, Singapore 571022",,146.0
Kiat Lim Vegetarian (Ang Mo Kio),"['Chinese', 'Vegetarian']",Chinese,Vegetarian,,Kiosk or Stall,  Ang Mo Kio Avenue 4 560108,"108 Ang Mo Kio Ave 4, Singapore 560108",4.0,206.0
Mei Yuan Hakka Delights,"['Chinese', 'Snacks']",Chinese,Snacks,,Kiosk or Stall,#02-29 Hong Lim Food Centre Upper Cross Street 051531,"531A Upper Cross St, #02-29 Hong Lim Market & Food Centre, Singapore 051531",,206.0
Tip Top Curry Puff (Jubilee Square),"['Asian', 'Halal', 'Local', 'Singaporean', 'Snacks']",Asian,Halal,Local,Cafe,#01-03 Jubilee Square Ang Mo Kio Avenue 8 569814,"61 Ang Mo Kio Ave 8, #01-03 Jubilee Square, Singapore 569814",3.7,109.0
ChopS! Grill & Sides (Ang Mo Kio),['Western'],Western,,,Kiosk or Stall, Broadway Coffeeshop Ang Mo Kio Avenue 6 560727,,,
Ishiro,"['Fusion', 'Japanese']",Fusion,Japanese,,Kiosk or Stall,"Stall 3 Block P1 Nanyang Polytechnic, Foodgle Hub Ang Mo Kio Avenue 8 569830","348 Bedok Rd, #02-18 The Bedok Marketplace, Singapore 469560",4.2,16.0
Mui Lim Cooked Food,['Chinese'],Chinese,,,Kiosk or Stall,#01-86 Alexandra Village Food Centre Bukit Merah Lane 1 150120,,,
Lim Kee Hot & Cold Drinks,"['Chinese', 'Drinks', 'Singaporean', 'Snacks']",Chinese,Drinks,Singaporean,Kiosk or Stall,#01-28 Blk 216 Bedok North St 1 Market and Food Centre Bedok North Street 1 460216,,,
1A Crispy Puffs (AMK Hub),"['Asian', 'Halal', 'Local', 'Snacks']",Asian,Halal,Local,Kiosk or Stall,#B2-34 AMK Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, Singapore 569933",4.6,18.0
Guo Chang Chuan Wei Guan,['Chinese'],Chinese,,,Kiosk or Stall,#01-01 DjitSun Mall Ang Mo Kio Central 2 569663,"5 Ang Mo Kio Central 2, #01-01, Singapore 569663",3.2,6.0
Qi Xiang Cha Shi,"['Asian', 'Fruits & Drinks', 'Local']",Asian,Fruits & Drinks,Local,Kiosk or Stall,#01-62 Hong Lim Food Centre Upper Cross Street 051531,"7 Empress Rd, #01-72, Empress, Market, Singapore 260007",1.0,1.0
CocoCane (Yew Tee Point),"['Fruits & Drinks', 'Snacks']",Fruits & Drinks,Snacks,,Kiosk or Stall,#B1-47 Yewtee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, #B1-47, YewTee Point, Singapore 689578",5.0,1.0
Fu Ji,['Chinese'],Chinese,,,Kiosk or Stall,#01-45 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,,,
Yuan Fa Shou Shi,"['Chinese', 'Desserts', 'Dim Sum', 'Snacks']",Chinese,Desserts,Dim Sum,Kiosk or Stall,#01-21 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,,,
KFC (Yew Tee Point),"['Halal', 'Western']",Halal,Western,,Fast Food Place,#01-19/20 Yew Tee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, 01-19 / 20, Singapore 689578",3.6,320.0
Master Crab Seafood Restaurant,"['Asian', 'Chinese', 'Local', 'Zi Char']",Asian,Chinese,Local,Kiosk or Stall,#01-31  Choa Chu Kang Avenue 3 680475,,,
Hong Kong Street Zhen Ji (Ang Mo Kio 158),"['Cantonese', 'Chinese', 'Zi Char']",Cantonese,Chinese,Zi Char,Kiosk or Stall,#01-590  Ang Mo Kio Avenue 4 560158,"158 Ang Mo Kio Ave 4, 01-590, Singapore 560158",4.1,235.0
Delisnacks (Mayflower Market And Food Centre),['Snacks'],Snacks,,,Kiosk or Stall,#01-05 Mayflower Market And Food Centre Ang Mo Kio Avenue 4 560162,"628 Ang Mo Kio Ave 4, Singapore 560628",5.0,1.0
Kaya Kaya (Hong Lim Market & Food Centre),"['Desserts', 'Snacks']",Desserts,Snacks,,Kiosk or Stall,#01-71 Hong Lim Market & Food Centre Upper Cross Street 051531,"531A Upper Cross St, #01-71 Hong Lim Market & Food Centre, Singapore 051531",4.5,8.0
Pepper Lunch (AMK Hub),"['Asian', 'Fusion', 'Japanese']",Asian,Fusion,Japanese,Restaurant,#01-34 AMK Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, #01-34, Singapore 569933",4.0,406.0
Movenpick of Switerland (Palawan Beach),"['Desserts', 'European', 'Swiss']",Desserts,European,Swiss,Kiosk or Stall, Palawan Beach Lighthouse Beach Walk 099981,,,
Fat Tee Fruit Juice,"['Fruits & Drinks', 'Juices']",Fruits & Drinks,Juices,,Kiosk or Stall,#02-05 Hong Lim Food Centre Upper Cross Street 051531,,,
House of Mini (Lot 1),"['Desserts', 'Snacks']",Desserts,Snacks,,Kiosk or Stall,#B1-K31 Lot 1 Shoppers' Mall Chao Chu Kang Avenue 4 689812,,,
Polar Puffs & Cakes (Lot One Shoppers' Mall),"['Fusion', 'Halal', 'Snacks']",Fusion,Halal,Snacks,Cafe,#B1-K20 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,,,
Tsim Sha Tsui Seafood,['Asian'],Asian,,,Kiosk or Stall,#01-74  Ang Mo Kio Avenue 4 560108,,,
ETL x Quantum Food Lab,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,#02-55 Hong Lim Complex Upper Cross Street 050531,"#02-55 Hong Lim Complex, 531 Upper Cross St, Singapore 050531",4.6,64.0
The Old Pontian Cafe (Lot One Shoppers' Mall),"['Chinese', 'Local', 'Malaysian', 'Singaporean']",Chinese,Local,Malaysian,Cafe,#B1-K19 Lot One Shoppers’ Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, #B1-K19, Singapore 689812",3.0,35.0
Wan Long A1 Chicken Rice,['Chinese'],Chinese,,,Kiosk or Stall,#01-42 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,"724 Ang Mo Kio Ave 6, Singapore 560724",5.0,4.0
Xiao Yang Guo Kui (Choa Chu Kang),['Chinese'],Chinese,,,Kiosk or Stall,#01-15 Choa Chu Kang MRT Station Choa Chu Kang Avenue 4 689810,"10 Choa Chu Kang Ave 4, Singapore 689810",,4.0
Juewei (Lot One Shoppers' Mall),['Chinese'],Chinese,,,Kiosk or Stall,#B1-22 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, #B1 - 22, Singapore 689812",5.0,1.0
Power Fish Soup,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#02-06 Hong Lim Food Centre Upper Cross Street 051531,,,
Yilmaz Western,['Western'],Western,,,Kiosk or Stall, Coffee City Coffee Shop Ang Mo Kio Avenue 6 560728,"728 Ang Mo Kio Ave 6, Singapore 560728",,
Tori-Q (AMK Hub),['Japanese'],Japanese,,,Cafe,#B2-09 Amk Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, #B2-09, Singapore 569933",4.2,69.0
BreadTalk (AMK Hub),"['Local', 'Singaporean']",Local,Singaporean,,Cafe,#01-01/02 AMK Hub Ang Mo Kio Ave 3 569933,"53 Ang Mo Kio Ave 3, #01-01/02, Singapore 569933",3.7,69.0
Old Coffee Point,"['Asian', 'Chinese', 'Fruits & Drinks']",Asian,Chinese,Fruits & Drinks,Cafe,#02-61 Hong Lim Food Centre Upper Cross Street 051531,"17 Upper Boon Keng Rd, Singapore 380017",3.6,5.0
Ichiban Sushi (AMK Hub),"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#02-01 AMK Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, #02-01, Singapore 569933",3.9,635.0
Seoul Shiok(Ang Mo Kio),"['Asian', 'Korean']",Asian,Korean,,Kiosk or Stall,#01-526 Nil Ang Mo Kio Avenue 4 Nature Park F&B Coffee Shop 560159,"159 Ang Mo Kio Ave 4, Singapore 560159",4.2,34.0
Elixir Juice (AMK),"['Drinks', 'Juices']",Drinks,Juices,,Kiosk or Stall,- Hdb-ang Mo Kio Ang Mo Kio Avenue 4 560163,,,
Hong Kong Street Zhen Ji (Ang Mo Kio 151),"['Cantonese', 'Chinese', 'Zi Char']",Cantonese,Chinese,Zi Char,Kiosk or Stall,  Ang Mo Kio Avenue 5 560151,"158 Ang Mo Kio Ave 4, 01-590, Singapore 560158",4.1,235.0
Green Age (Yew Tee Point),"['Chinese', 'Singaporean', 'Vegetarian']",Chinese,Singaporean,Vegetarian,Restaurant,#01-18 Yewtee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, Singapore 689578",4.1,192.0
Chef Hong H.K. Bakery (Ang Mo Kio),"['Chinese', 'Hong Kong', 'Snacks']",Chinese,Hong Kong,Snacks,Confectionery or Bakery,#01-2552  Ang Mo Kio Avenue 8 560704,"Old Airport Rd, Blk 51, Singapore 390051",3.4,5.0
Simply Beanz,"['Chinese', 'Desserts', 'Local']",Chinese,Desserts,Local,Kiosk or Stall,#02-20 Hong Lim Food Centre Upper Cross Street 051531,"724 Ang Mo Kio Ave 6, Singapore 560724",4.4,237.0
House of Desserts (AMK),"['Chinese', 'Desserts', 'Local']",Chinese,Desserts,Local,Kiosk or Stall,#01-05 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,"Market & Food Centre, Blk 724 Ang Mo Kio Ave 6 #01-05, Singapore 560724",5.0,4.0
Simply Pancake,['Vegetarian'],Vegetarian,,,Kiosk or Stall,#01-36 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,,,
Seng Kang Fish Soup,['Chinese'],Chinese,,,Kiosk or Stall,#01-13 Alexandra Village Food Centre Bukit Merah Lane 1 150120,,,
Ajisen (Lot One Shoppers' Mall),"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#04-11/12 Lot One Shoppers' Mall Choa Chu Kang Ave 4 689812,"21 Choa Chu Kang Ave 4, #04 - 11 / 12, Singapore 689812",3.6,155.0
Mr Popiah (Amk Hub),['Singaporean'],Singaporean,,,Kiosk or Stall,#03-12 Amk Hub Ang Mo Kio Avenue 3 569933,"53 Ang Mo Kio Ave 3, Singapore 569933",2.8,4.0
New Market Teochew Traditional Braised Duck Kway Chap,"['Chinese', 'Teochew']",Chinese,Teochew,,Kiosk or Stall,#02-24 Hong Lim Food Centre Upper Cross Street 051531,"Blk, 120 Bukit Merah Lane 1, #01-84, 150120",3.6,28.0
COLLIN'S® (Jubilee Square),['Western'],Western,,,Restaurant,#01-07/10 Jubilee Square Ang Mo Kio Avenue 8 569814,"61 Ang Mo Kio Ave 8, #01-07/08/09/10 Jubilee Square, Singapore 569814",4.0,812.0
Teochew Fishball Kway Teow Mee,"['Chinese', 'Teochew']",Chinese,Teochew,,Kiosk or Stall,#02-65 Hong Lim Food Centre Upper Cross Street 051531,,,
Tong Kee Hainan Chicken Rice,"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall,#02-48/49 Hong Lim Food Centre Upper Cross Street 051531,,,
PiE KiA (Choa Chu Kang),[None],,,,Confectionery or Bakery,#01-22 Choa Chu Kang Exchange Choa Chu Kang Avenue 4 689810,347 Choa Chu Kang Ave 4,,
Club July (Stagmont),"['Asian', 'Cantonese', 'Chinese', 'Steamboat', 'Thai']",Asian,Cantonese,Chinese,Bar or Pub,  Stagmont Ring 688241,"5 Stagmont Ring, Singapore 688241",3.8,257.0
Kim Eng Eating House (Ang Mo Kio),"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,#01-2683  Ang Mo Kio Ave 5 560603,"603 Ang Mo Kio Ave 5, Singapore 560603",4.0,1.0
Monfort,"['Chinese', 'Malaysian']",Chinese,Malaysian,,Kiosk or Stall,#01-04 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162,"50 Hougang Ave 8, Singapore 538785",,1.0
Silk Road of the Sea,"['Asian', 'Beijing', 'Chinese', 'Seafood', 'Sichuan']",Asian,Beijing,Chinese,Restaurant,  Palawan Beach Walk Sentosa 099394,,,
St Kerry Bakery & Cafe,['Snacks'],Snacks,,,Confectionery or Bakery,#01-1682  Ang Mo Kio Ave 3 560202,,,
Hong Ji Claypot Bak Kut Teh (Kebun Baru Heights),"['Asian', 'Chinese', 'Local', 'Singaporean']",Asian,Chinese,Local,Kiosk or Stall,#01-138 Kebun Baru Heights Ang Mo Kio Avenue 4 560107,"Blk 107 Ang Mo Kio Ave 4 Street 11 #01-138, 560107",3.9,310.0
Thai + Viet Cuisine,"['Asian', 'Indochinese', 'Thai', 'Vietnamese']",Asian,Indochinese,Thai,Kiosk or Stall,#01-2823  Ang Mo Kio Ave 8 560721,"51 Hougang Ave 9, Singapore 538776",5.0,1.0
PrimaDeli (Lot One Shoppers' Mall),['Desserts'],Desserts,,,Confectionery or Bakery,#B1-K25 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, #B1 - K25, Singapore 689812",3.9,23.0
TenderFresh (Yew Tee Point),"['Halal', 'Snacks', 'Western']",Halal,Snacks,Western,Kiosk or Stall,#B1-37 Yew Tee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, Singapore 689578",3.3,9.0
Snowstory,"['Desserts', 'Korean']",Desserts,Korean,,Cafe,#01-02  Siloso Beach Walk 098997,"60 Siloso Beach Walk, 098997",,9.0
Sugar Cane Juice Centre,"['Drinks', 'Fruits & Drinks', 'Juices']",Drinks,Fruits & Drinks,Juices,Kiosk or Stall,#01-44 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,,,
Mr Bean (Choa Chu Kang MRT Station),"['Desserts', 'Drinks', 'Snacks']",Desserts,Drinks,Snacks,Kiosk or Stall,#01-03 Choa Chu Kang MRT Station Choa Chu Kang Avenue 4 689810,"10 Choa Chu Kang Ave 4, #01-03 MRT Station, Singapore 689810",3.4,17.0
Old Chang Kee (YewTee Point),"['Asian', 'Halal', 'Local', 'Singaporean', 'Snacks']",Asian,Halal,Local,Kiosk or Stall,#01-37 YewTee Point Choa Chu Kang North 6 689578,"21 Choa Chu Kang North 6, #01-37 Yew Tee Point, Singapore 689578",3.7,17.0
KEK Keng Eng Kee Seafood (Alexandra),"['Asian', 'Chinese', 'Seafood', 'Zi Char']",Asian,Chinese,Seafood,Restaurant,#01-136  Bukit Merah Lane 1 150124,"124 Bukit Merah Lane 1, #01-136, Singapore 150124",,17.0
Famous Amos (Lot 1),"['Snacks', 'Western']",Snacks,Western,,Confectionery or Bakery,#B1-K6 Lot 1 Shoppers' Mall Choa Chu Kang Avenue 4 689812,"21 Choa Chu Kang Ave 4, Singapore 689812",5.0,1.0
Sands Coffee Aroma,['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#01-18 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724,"724 Ang Mo Kio Ave 6, Singapore 560724",5.0,1.0
Cuppage Fried Kway Teow Hokkien Mee,"['Asian', 'Chinese', 'Hokkien', 'Local']",Asian,Chinese,Hokkien,Kiosk or Stall,#01-60 Hong Lim Food Centre Upper Cross Street 051531,"〒051531, Upper Cross St, #01-60号 Hong Lim Market & Food Centre, Blk 531A 邮政编码: 051531",4.8,4.0
